EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E100334,27.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,8.0,3,4,37.0,3,3,3,1.0,No,15.0,4,9.0,0.0,3,9.0,8.0,1.0,7.0,No,3
E100335,30.0,Female,Medical,Single,Development,Developer,Travel_Frequently,1.0,2,3,58.0,3,2,4,1.0,No,23.0,4,12.0,2.0,3,12.0,8.0,3.0,7.0,No,4
E100338,34.0,Male,Marketing,Single,Sales,Sales Executive,Non-Travel,23.0,4,2,72.0,3,2,3,0.0,No,20.0,3,10.0,2.0,3,9.0,5.0,8.0,7.0,No,2
E100339,37.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,19.0,2,2,73.0,3,1,2,4.0,No,21.0,1,8.0,1.0,3,1.0,0.0,0.0,0.0,No,4
E100340,46.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,5.0,4,1,98.0,3,2,4,4.0,Yes,21.0,3,14.0,4.0,3,9.0,6.0,0.0,8.0,No,3
E100341,35.0,Male,Life Sciences,Married,Development,Technical Architect,Travel_Rarely,8.0,1,4,36.0,4,1,4,1.0,No,19.0,4,1.0,2.0,3,1.0,0.0,0.0,1.0,No,3
E100342,48.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1.0,2,1,98.0,2,3,3,9.0,Yes,13.0,4,23.0,2.0,3,1.0,0.0,0.0,0.0,Yes,3
E100343,28.0,Male,Technical Degree,Single,Development,Technical Architect,Travel_Rarely,5.0,4,3,50.0,3,1,3,1.0,Yes,13.0,3,2.0,3.0,2,2.0,2.0,2.0,2.0,Yes,3
E100346,44.0,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,1.0,5,2,75.0,3,2,1,5.0,Yes,21.0,3,9.0,2.0,2,4.0,3.0,1.0,3.0,No,2
E100348,35.0,Male,Medical,Married,Development,Technical Architect,Non-Travel,11.0,2,3,79.0,2,3,1,2.0,Yes,13.0,3,10.0,3.0,3,4.0,0.0,2.0,3.0,No,3
E100350,26.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,23.0,3,3,47.0,2,2,4,7.0,Yes,19.0,3,5.0,2.0,2,2.0,2.0,0.0,0.0,No,3
E100351,33.0,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,1.0,2,1,98.0,3,3,4,1.0,Yes,12.0,3,15.0,1.0,3,15.0,14.0,8.0,12.0,No,2
E100352,35.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,18.0,5,2,71.0,3,3,1,1.0,No,22.0,4,9.0,3.0,2,9.0,8.0,1.0,8.0,No,2
E100353,35.0,Female,Medical,Married,Development,Business Analyst,Travel_Rarely,23.0,4,3,30.0,3,1,1,3.0,Yes,15.0,3,4.0,3.0,3,2.0,2.0,2.0,2.0,No,3
E100354,31.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,7.0,4,4,48.0,3,2,4,3.0,No,22.0,4,10.0,3.0,2,7.0,7.0,1.0,7.0,No,4
E100355,37.0,Male,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,1.0,4,1,51.0,2,2,3,1.0,No,18.0,3,7.0,2.0,4,7.0,5.0,0.0,7.0,No,3
E100356,32.0,Male,Medical,Married,Development,Developer,Travel_Rarely,1.0,3,1,33.0,3,2,4,1.0,Yes,22.0,2,9.0,3.0,3,9.0,8.0,7.0,8.0,No,3
E100357,38.0,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,29.0,5,4,50.0,3,2,4,1.0,No,11.0,4,10.0,2.0,3,10.0,3.0,9.0,9.0,No,3
E100358,50.0,Female,Medical,Divorced,Development,Developer,Travel_Rarely,7.0,2,2,43.0,2,5,3,5.0,Yes,12.0,4,29.0,2.0,2,27.0,3.0,13.0,8.0,No,3
E100359,59.0,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,25.0,3,1,99.0,3,3,1,7.0,No,11.0,4,28.0,3.0,2,21.0,16.0,7.0,9.0,No,2
E100361,36.0,Female,Technical Degree,Divorced,Development,Business Analyst,Travel_Rarely,8.0,3,3,59.0,3,3,3,1.0,No,13.0,2,17.0,2.0,3,17.0,14.0,12.0,8.0,No,3
E100363,36.0,Male,Life Sciences,Single,Development,Business Analyst,Travel_Frequently,11.0,3,2,95.0,2,2,2,1.0,No,13.0,3,6.0,3.0,3,6.0,5.0,0.0,3.0,No,4
E100364,45.0,Male,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,7.0,3,2,59.0,3,3,1,2.0,No,17.0,3,25.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E100366,35.0,Male,Medical,Married,Development,Developer,Travel_Frequently,1.0,3,2,79.0,3,1,1,4.0,No,13.0,4,5.0,2.0,2,3.0,2.0,1.0,2.0,No,3
E100368,36.0,Male,Medical,Married,Development,Developer,Travel_Rarely,9.0,3,4,79.0,2,1,3,0.0,Yes,17.0,1,2.0,0.0,2,1.0,0.0,0.0,0.0,Yes,3
E100372,29.0,Male,Life Sciences,Married,Development,Business Analyst,Travel_Rarely,2.0,3,3,76.0,3,1,2,0.0,No,23.0,4,6.0,3.0,3,5.0,4.0,0.0,4.0,No,4
E100373,31.0,Male,Medical,Single,Development,Business Analyst,Travel_Rarely,1.0,4,3,87.0,3,1,2,1.0,No,17.0,2,1.0,4.0,3,1.0,1.0,1.0,0.0,No,3
E100374,32.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1.0,3,2,66.0,3,2,2,1.0,No,17.0,2,10.0,3.0,3,10.0,4.0,0.0,9.0,No,3
E100375,36.0,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,6.0,3,2,55.0,4,1,4,3.0,No,12.0,2,5.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E100376,31.0,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,8.0,4,3,61.0,3,2,4,1.0,No,23.0,4,11.0,2.0,3,11.0,7.0,1.0,8.0,No,4
E100378,35.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,1.0,4,3,32.0,2,2,1,0.0,No,14.0,2,16.0,2.0,3,15.0,13.0,2.0,8.0,No,3
E100381,46.0,Male,Medical,Divorced,Human Resources,Human Resources,Travel_Rarely,5.0,2,2,80.0,3,2,2,8.0,Yes,22.0,4,16.0,2.0,3,4.0,2.0,0.0,2.0,No,3
E100382,30.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1.0,1,4,55.0,2,2,4,1.0,Yes,12.0,3,10.0,1.0,2,10.0,8.0,3.0,0.0,No,3
E100383,35.0,Male,Medical,Single,Development,Business Analyst,Travel_Rarely,1.0,3,2,30.0,2,1,3,1.0,No,18.0,1,6.0,3.0,3,6.0,4.0,0.0,4.0,No,3
E100384,55.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1.0,2,1,70.0,3,3,4,3.0,No,14.0,4,24.0,4.0,3,1.0,0.0,1.0,0.0,No,3
E100385,38.0,Female,Medical,Divorced,Development,Developer,Non-Travel,6.0,3,2,79.0,1,2,4,7.0,Yes,12.0,4,17.0,3.0,3,13.0,11.0,1.0,9.0,No,3
E100388,34.0,Male,Medical,Married,Development,Business Analyst,Travel_Rarely,1.0,2,1,94.0,3,2,2,1.0,No,15.0,3,5.0,2.0,3,5.0,2.0,1.0,3.0,No,3
E100391,23.0,Male,Technical Degree,Divorced,Sales,Sales Representative,Travel_Rarely,2.0,1,3,62.0,3,1,1,3.0,No,13.0,3,3.0,3.0,3,0.0,0.0,0.0,0.0,No,3
E100395,30.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,2.0,3,3,99.0,2,2,4,1.0,No,19.0,1,11.0,3.0,3,11.0,10.0,10.0,8.0,No,3
E100396,46.0,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,9.0,2,3,64.0,2,3,4,1.0,No,16.0,4,9.0,3.0,3,9.0,8.0,4.0,7.0,Yes,3
E100397,40.0,Male,Life Sciences,Married,Development,Developer,Travel_Frequently,1.0,4,3,78.0,2,4,2,1.0,No,22.0,4,22.0,3.0,2,22.0,3.0,11.0,11.0,No,4
E100398,51.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,21.0,4,3,71.0,3,2,4,0.0,Yes,22.0,4,11.0,2.0,1,10.0,7.0,1.0,0.0,No,3
E100399,30.0,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,4.0,2,3,63.0,2,2,2,1.0,Yes,12.0,2,11.0,4.0,2,11.0,8.0,2.0,7.0,No,3
E100402,46.0,Male,Medical,Married,Development,Developer,Travel_Frequently,1.0,3,3,40.0,2,3,1,2.0,Yes,13.0,3,21.0,5.0,2,10.0,9.0,9.0,5.0,No,3
E100403,32.0,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,6.0,4,2,87.0,3,2,3,1.0,No,16.0,1,12.0,0.0,3,11.0,8.0,5.0,7.0,No,2
E100406,24.0,Female,Other,Married,Sales,Sales Executive,Travel_Rarely,3.0,2,1,33.0,3,2,3,0.0,No,21.0,1,4.0,2.0,2,3.0,2.0,0.0,2.0,No,3
E100407,28.0,Male,Medical,Married,Sales,Sales Executive,Non-Travel,4.0,3,2,43.0,3,2,3,1.0,No,15.0,2,5.0,3.0,4,5.0,4.0,0.0,4.0,No,4
E100409,58.0,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,10.0,4,4,37.0,3,4,3,0.0,No,13.0,3,38.0,1.0,2,37.0,10.0,1.0,8.0,No,3
E100410,44.0,Male,Medical,Married,Development,Developer,Non-Travel,23.0,3,2,67.0,3,2,2,4.0,No,12.0,3,17.0,3.0,4,3.0,2.0,1.0,2.0,No,3
E100411,37.0,Male,Human Resources,Divorced,Human Resources,Human Resources,Travel_Rarely,6.0,4,3,63.0,3,1,1,4.0,Yes,22.0,4,7.0,3.0,3,3.0,2.0,0.0,2.0,Yes,4
E100412,32.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1.0,1,4,71.0,3,1,1,1.0,No,13.0,4,1.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E100416,34.0,Female,Other,Single,Development,Developer,Travel_Rarely,6.0,4,1,41.0,3,2,3,1.0,No,14.0,3,16.0,3.0,3,16.0,13.0,2.0,10.0,No,3
E100417,37.0,Male,Life Sciences,Divorced,Development,Business Analyst,Non-Travel,2.0,2,3,100.0,2,2,4,5.0,No,14.0,4,17.0,2.0,4,1.0,0.0,0.0,0.0,No,3
E100419,50.0,Female,Life Sciences,Married,Development,Business Analyst,Travel_Frequently,1.0,3,1,73.0,3,5,2,3.0,Yes,19.0,1,28.0,1.0,2,8.0,3.0,0.0,7.0,No,3
E100420,25.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,5.0,3,3,46.0,2,2,3,1.0,Yes,11.0,4,6.0,1.0,3,6.0,4.0,0.0,3.0,Yes,3
E100421,25.0,Male,Medical,Married,Development,Business Analyst,Travel_Rarely,7.0,1,4,64.0,2,1,4,1.0,No,11.0,3,2.0,2.0,3,2.0,2.0,2.0,1.0,No,3
E100422,22.0,Female,Medical,Single,Development,Developer,Travel_Rarely,15.0,3,2,59.0,3,1,4,1.0,No,15.0,3,1.0,5.0,3,0.0,0.0,0.0,0.0,No,3
E100425,34.0,Male,Life Sciences,Single,Development,Developer,Travel_Frequently,7.0,3,1,66.0,1,2,3,1.0,Yes,24.0,4,9.0,3.0,3,9.0,7.0,0.0,6.0,Yes,4
E100426,54.0,Female,Human Resources,Single,Human Resources,Manager,Non-Travel,26.0,3,4,30.0,4,4,4,2.0,Yes,12.0,3,23.0,3.0,3,5.0,3.0,4.0,4.0,No,3
E100428,24.0,Male,Life Sciences,Married,Development,Business Analyst,Travel_Rarely,18.0,1,2,52.0,3,1,3,0.0,No,12.0,3,6.0,2.0,3,5.0,3.0,1.0,2.0,No,3
E100429,34.0,Female,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,6.0,4,3,45.0,2,2,2,6.0,No,15.0,3,12.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E100430,37.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3.0,3,3,87.0,3,3,4,2.0,No,12.0,1,12.0,3.0,3,5.0,3.0,1.0,3.0,No,3
E100431,34.0,Female,Medical,Single,Development,Business Analyst,Travel_Rarely,5.0,3,3,45.0,2,3,1,2.0,No,12.0,4,14.0,6.0,3,11.0,10.0,5.0,8.0,No,3
E100433,36.0,Female,Life Sciences,Divorced,Development,Developer,Travel_Rarely,3.0,2,1,39.0,3,1,4,5.0,No,22.0,1,7.0,2.0,3,1.0,0.0,0.0,0.0,No,4
E100436,43.0,Male,Life Sciences,Married,Sales,Manager,Travel_Frequently,26.0,2,3,92.0,3,4,4,1.0,Yes,12.0,4,25.0,3.0,4,25.0,12.0,4.0,12.0,No,3
E100438,33.0,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,22.0,2,3,95.0,3,2,2,0.0,No,13.0,1,8.0,2.0,4,7.0,7.0,0.0,7.0,No,3
E100440,51.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,6.0,3,1,51.0,3,5,3,7.0,No,13.0,3,23.0,5.0,3,20.0,18.0,15.0,15.0,No,3
E100441,31.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,6.0,4,2,76.0,1,2,3,4.0,Yes,18.0,2,12.0,3.0,2,7.0,7.0,7.0,7.0,Yes,2
E100442,26.0,Female,Other,Married,Development,Developer,Travel_Rarely,6.0,3,3,46.0,2,1,2,1.0,No,19.0,3,5.0,3.0,2,5.0,4.0,4.0,3.0,No,3
E100443,58.0,Female,Medical,Married,Development,Developer,Travel_Rarely,23.0,4,4,94.0,3,3,4,1.0,No,12.0,4,40.0,3.0,2,40.0,10.0,15.0,6.0,Yes,3
E100445,19.0,Male,Marketing,Single,Sales,Sales Representative,Travel_Rarely,22.0,1,4,50.0,3,1,3,1.0,Yes,19.0,4,0.0,2.0,2,0.0,0.0,0.0,0.0,Yes,3
E100447,22.0,Male,Technical Degree,Married,Development,Developer,Travel_Rarely,2.0,1,3,100.0,3,1,4,0.0,No,14.0,3,3.0,2.0,3,2.0,1.0,2.0,1.0,No,3
E100448,49.0,Female,Medical,Married,Development,Developer,Travel_Rarely,20.0,4,3,96.0,3,2,1,1.0,No,14.0,3,16.0,2.0,2,15.0,11.0,5.0,11.0,No,3
E100449,43.0,Female,Medical,Single,Development,Developer,Travel_Frequently,28.0,3,2,72.0,4,1,3,4.0,No,12.0,4,18.0,2.0,3,3.0,2.0,1.0,2.0,No,3
E100452,50.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,12.0,3,3,77.0,3,3,4,4.0,No,11.0,4,16.0,3.0,3,2.0,2.0,2.0,1.0,No,3
E100453,31.0,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,20.0,3,2,71.0,1,2,3,3.0,Yes,11.0,3,4.0,2.0,3,2.0,2.0,2.0,2.0,Yes,2
E100454,41.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,9.0,1,3,96.0,3,3,3,3.0,Yes,13.0,3,12.0,2.0,3,9.0,7.0,0.0,7.0,No,3
E100455,26.0,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,25.0,1,3,61.0,3,1,3,1.0,No,23.0,4,8.0,3.0,3,8.0,7.0,5.0,7.0,No,4
E100456,36.0,Male,Medical,Divorced,Development,Developer,Travel_Rarely,6.0,2,2,84.0,3,2,2,6.0,No,20.0,4,7.0,0.0,3,3.0,2.0,0.0,1.0,No,3
E100457,51.0,Male,Life Sciences,Single,Development,Business Analyst,Travel_Frequently,8.0,4,1,53.0,1,3,4,2.0,No,15.0,4,18.0,2.0,3,4.0,2.0,0.0,3.0,Yes,4
E100461,25.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,28.0,3,1,41.0,2,2,3,2.0,No,18.0,4,6.0,3.0,3,2.0,2.0,2.0,2.0,No,2
E100462,30.0,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,9.0,3,3,48.0,3,2,4,0.0,Yes,19.0,4,12.0,2.0,1,11.0,9.0,4.0,7.0,No,3
E100470,45.0,Male,Medical,Single,Development,Technical Lead,Travel_Rarely,29.0,3,3,83.0,3,1,4,5.0,No,13.0,2,9.0,2.0,2,6.0,5.0,0.0,3.0,No,3
E100471,38.0,Female,Technical Degree,Single,Development,Developer,Travel_Rarely,3.0,5,4,32.0,3,2,3,3.0,Yes,20.0,2,19.0,2.0,3,3.0,2.0,2.0,2.0,No,4
E100472,30.0,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,18.0,3,1,75.0,3,1,3,1.0,No,14.0,3,5.0,4.0,2,5.0,4.0,0.0,4.0,No,3
E100475,30.0,Female,Technical Degree,Divorced,Development,Developer,Travel_Rarely,5.0,3,4,84.0,3,1,1,5.0,No,14.0,4,8.0,3.0,3,3.0,2.0,2.0,2.0,No,3
E100478,41.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,9.0,4,3,94.0,3,1,1,2.0,No,21.0,4,7.0,2.0,3,5.0,0.0,1.0,4.0,No,4
E100479,19.0,Female,Medical,Single,Development,Technical Lead,Travel_Rarely,3.0,1,2,79.0,3,1,2,1.0,No,14.0,4,1.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E100482,35.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,1.0,5,3,94.0,3,3,2,1.0,No,13.0,1,10.0,3.0,3,10.0,8.0,0.0,6.0,No,3
E100483,53.0,Male,Marketing,Married,Sales,Sales Representative,Travel_Rarely,6.0,2,2,34.0,3,2,3,2.0,Yes,20.0,4,13.0,3.0,1,7.0,7.0,4.0,5.0,No,2
E100484,45.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,9.0,3,2,60.0,3,2,2,8.0,No,18.0,3,20.0,2.0,1,17.0,9.0,0.0,15.0,No,3
E100485,32.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,8.0,3,2,43.0,3,3,4,1.0,No,14.0,4,9.0,2.0,3,9.0,8.0,3.0,7.0,No,2
E100486,29.0,Male,Technical Degree,Married,Development,Technical Lead,Non-Travel,1.0,1,4,41.0,3,2,3,1.0,No,13.0,1,10.0,1.0,3,10.0,7.0,0.0,9.0,No,3
E100492,58.0,Female,Medical,Married,Development,Technical Lead,Travel_Rarely,9.0,3,2,75.0,2,1,2,4.0,Yes,20.0,2,9.0,3.0,2,1.0,0.0,0.0,0.0,No,4
E100493,40.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,4.0,4,3,67.0,2,3,4,7.0,No,11.0,1,15.0,2.0,2,12.0,11.0,2.0,11.0,No,3
E100494,34.0,Female,Marketing,Married,Sales,Sales Representative,Travel_Frequently,2.0,4,3,75.0,3,1,3,6.0,No,18.0,4,6.0,3.0,3,4.0,3.0,1.0,2.0,No,3
E100496,27.0,Male,Medical,Divorced,Development,Developer,Non-Travel,9.0,3,4,57.0,3,1,2,6.0,No,18.0,4,6.0,1.0,1,2.0,2.0,2.0,2.0,No,3
E100499,28.0,Male,Medical,Married,Development,Developer,Travel_Rarely,21.0,3,3,42.0,3,1,4,1.0,No,11.0,3,5.0,2.0,1,5.0,2.0,0.0,2.0,No,3
E100501,57.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,24.0,2,3,83.0,4,3,4,3.0,Yes,16.0,2,12.0,2.0,1,5.0,3.0,1.0,4.0,No,3
E100502,27.0,Male,Medical,Divorced,Development,Technical Lead,Non-Travel,3.0,3,3,79.0,2,1,3,1.0,Yes,15.0,4,1.0,2.0,2,1.0,1.0,0.0,1.0,No,3
E100504,50.0,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,11.0,3,3,53.0,3,5,2,3.0,No,15.0,2,21.0,5.0,3,5.0,4.0,4.0,4.0,No,3
E100505,41.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,14.0,3,1,56.0,3,1,3,4.0,No,12.0,1,13.0,2.0,3,9.0,8.0,1.0,8.0,No,3
E100506,30.0,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5.0,3,2,41.0,3,3,4,2.0,No,12.0,3,12.0,2.0,3,10.0,9.0,7.0,4.0,No,2
E100508,38.0,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1.0,4,1,59.0,2,2,4,4.0,No,22.0,3,12.0,2.0,4,8.0,3.0,0.0,7.0,No,4
E100509,32.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,6.0,5,3,43.0,3,1,3,3.0,No,20.0,1,8.0,2.0,3,5.0,4.0,1.0,4.0,No,4
E100511,27.0,Male,Technical Degree,Married,Development,Technical Lead,Travel_Rarely,17.0,3,3,51.0,3,1,2,0.0,Yes,16.0,4,6.0,3.0,2,5.0,2.0,1.0,1.0,No,3
E100513,19.0,Female,Technical Degree,Single,Sales,Sales Representative,Travel_Frequently,1.0,1,3,100.0,1,1,1,0.0,No,21.0,1,1.0,5.0,4,0.0,0.0,0.0,0.0,Yes,4
E100516,36.0,Male,Medical,Single,Development,Technical Lead,Travel_Frequently,3.0,2,4,30.0,3,1,2,4.0,No,12.0,3,13.0,3.0,2,8.0,7.0,7.0,2.0,No,3
E100517,30.0,Male,Medical,Divorced,Development,Developer,Non-Travel,9.0,3,3,66.0,3,2,1,1.0,No,11.0,3,12.0,4.0,3,12.0,9.0,6.0,10.0,No,3
E100518,45.0,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,4.0,2,3,30.0,3,2,1,4.0,Yes,11.0,1,9.0,3.0,4,5.0,4.0,0.0,3.0,No,3
E100519,56.0,Female,Life Sciences,Divorced,Development,Developer,Travel_Rarely,8.0,3,3,67.0,3,1,1,4.0,Yes,18.0,3,19.0,3.0,3,2.0,2.0,2.0,2.0,No,3
E100520,33.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2.0,3,3,90.0,3,1,4,0.0,No,14.0,1,4.0,2.0,4,3.0,1.0,0.0,2.0,No,3
E100521,19.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2.0,3,2,47.0,2,1,4,1.0,No,22.0,3,1.0,3.0,2,1.0,0.0,1.0,0.0,Yes,4
E100522,46.0,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,1.0,2,2,92.0,3,3,1,1.0,No,25.0,3,24.0,2.0,3,24.0,13.0,15.0,7.0,No,2
E100523,38.0,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,9.0,2,3,75.0,3,1,4,1.0,No,12.0,3,2.0,3.0,3,2.0,2.0,2.0,1.0,No,3
E100525,34.0,Female,Medical,Single,Development,Developer,Travel_Rarely,27.0,2,4,95.0,3,1,2,2.0,No,15.0,4,9.0,3.0,3,3.0,2.0,1.0,2.0,No,3
E100526,41.0,Female,Marketing,Single,Sales,Sales Representative,Travel_Rarely,20.0,2,2,70.0,3,1,2,1.0,Yes,22.0,4,4.0,5.0,2,4.0,3.0,0.0,2.0,Yes,3
E100527,50.0,Male,Medical,Married,Development,Developer,Travel_Rarely,1.0,3,3,86.0,2,1,3,2.0,No,15.0,4,5.0,2.0,2,3.0,2.0,0.0,2.0,No,3
E100528,53.0,Female,Medical,Divorced,Development,Technical Lead,Travel_Rarely,13.0,2,4,57.0,4,2,1,1.0,No,11.0,3,5.0,3.0,3,4.0,2.0,1.0,3.0,No,3
E100530,33.0,Female,Medical,Married,Development,Developer,Travel_Rarely,14.0,3,4,72.0,3,1,2,1.0,No,13.0,4,8.0,5.0,3,8.0,7.0,1.0,6.0,No,3
E100531,40.0,Female,Medical,Married,Development,Developer,Travel_Rarely,4.0,1,4,46.0,3,5,3,1.0,No,14.0,2,21.0,2.0,3,20.0,8.0,9.0,9.0,No,3
E100534,34.0,Male,Life Sciences,Married,Development,Technical Lead,Travel_Frequently,2.0,1,4,45.0,2,2,3,1.0,No,17.0,3,10.0,2.0,2,10.0,9.0,1.0,9.0,No,3
E100536,51.0,Female,Medical,Single,Development,Developer,Travel_Rarely,3.0,3,4,98.0,3,4,2,3.0,No,18.0,3,21.0,6.0,3,7.0,7.0,1.0,0.0,No,3
E100537,52.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1.0,4,3,65.0,2,5,3,0.0,No,14.0,1,34.0,5.0,3,33.0,18.0,11.0,9.0,No,3
E100538,27.0,Female,Medical,Single,Development,Developer,Travel_Rarely,9.0,3,4,99.0,3,1,2,1.0,No,16.0,4,7.0,2.0,2,7.0,7.0,0.0,3.0,No,3
E100539,35.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,23.0,2,2,50.0,2,2,3,3.0,Yes,13.0,1,8.0,1.0,3,1.0,0.0,0.0,1.0,Yes,3
E100540,43.0,Male,Medical,Divorced,Development,Technical Lead,Non-Travel,7.0,3,4,37.0,4,1,4,4.0,No,14.0,4,7.0,3.0,4,5.0,4.0,2.0,2.0,No,3
E100542,45.0,Male,Medical,Married,Development,Technical Lead,Non-Travel,2.0,2,1,65.0,2,4,4,9.0,No,23.0,4,22.0,1.0,3,20.0,8.0,11.0,8.0,No,3
E100545,37.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,21.0,3,2,65.0,4,1,1,1.0,Yes,12.0,1,8.0,3.0,2,8.0,7.0,1.0,7.0,No,3
E100547,35.0,Female,Medical,Single,Development,Developer,Travel_Frequently,2.0,3,2,37.0,3,2,2,5.0,No,11.0,4,10.0,5.0,3,6.0,2.0,1.0,2.0,No,3
E100548,42.0,Female,Medical,Divorced,Development,Developer,Non-Travel,21.0,2,3,36.0,3,2,3,2.0,No,16.0,2,11.0,5.0,3,5.0,3.0,0.0,2.0,No,3
E100549,38.0,Male,Life Sciences,Married,Development,Technical Lead,Travel_Rarely,2.0,4,4,88.0,3,2,3,9.0,No,14.0,2,14.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E100551,38.0,Male,Technical Degree,Married,Development,Technical Lead,Travel_Rarely,29.0,3,4,54.0,3,2,4,3.0,No,18.0,1,9.0,3.0,1,7.0,7.0,1.0,7.0,No,3
E100552,27.0,Male,Technical Degree,Married,Development,Developer,Travel_Frequently,1.0,1,3,60.0,2,2,1,5.0,No,19.0,3,6.0,1.0,3,2.0,2.0,2.0,0.0,No,3
E100553,49.0,Male,Life Sciences,Divorced,Development,Technical Lead,Non-Travel,18.0,4,4,92.0,3,2,4,1.0,Yes,15.0,1,7.0,0.0,3,7.0,7.0,1.0,7.0,No,3
E100555,34.0,Male,Medical,Divorced,Development,Developer,Travel_Frequently,10.0,4,4,43.0,3,1,3,1.0,Yes,17.0,4,5.0,4.0,4,5.0,3.0,2.0,0.0,No,3
E100559,40.0,Male,Medical,Married,Development,Developer,Travel_Rarely,19.0,2,3,99.0,3,2,4,8.0,Yes,15.0,3,15.0,2.0,4,7.0,2.0,3.0,7.0,No,3
E100560,38.0,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,29.0,1,2,70.0,3,2,1,7.0,Yes,19.0,2,17.0,2.0,3,1.0,0.0,0.0,0.0,Yes,3
